date,temperature,humidity,luminosity
2020-12-03 16:07:35.382,19.1,20.2,43
2020-12-03 16:07:33.105,19.1,20.2,43
2020-12-03 16:07:30.827,19.1,20.2,43
2020-12-03 16:07:28.550,19.1,20.1,43
2020-12-03 16:07:26.273,19.1,20.1,43
2020-12-03 16:07:23.996,19.1,20.1,43
2020-12-03 16:07:21.719,19.1,20.1,43
2020-12-03 16:07:19.446,19.1,20.1,43
2020-12-03 16:07:17.169,19.1,20.1,43
2020-12-03 16:07:14.891,19.1,20.1,43
2020-12-03 16:07:12.614,19.1,20.1,43
2020-12-03 16:07:10.337,19.1,20.1,43
2020-12-03 16:07:08.059,19.1,20.1,43
2020-12-03 15:59:45.656,18.1,19.9,45
2020-12-03 15:59:43.379,18.1,20.0,45
2020-12-03 15:59:41.102,18.2,20.1,44
2020-12-03 15:59:38.824,18.1,20.0,44
2020-12-03 15:59:36.547,18.2,20.1,44
2020-12-03 15:59:34.275,18.2,20.1,44
2020-12-03 15:59:31.997,18.1,20.1,44
2020-12-03 15:59:29.719,18.1,20.1,45
2020-12-03 15:59:27.442,18.1,20.1,45
2020-12-03 15:59:25.165,18.1,20.1,45
2020-12-03 15:59:22.888,18.1,20.1,44
2020-12-03 15:59:20.610,18.1,20.1,43
2020-12-03 15:59:18.333,18.1,20.1,43
2020-12-03 15:59:16.056,18.1,20.1,44
2020-12-03 15:59:13.779,18.2,20.2,44
2020-12-03 15:59:11.502,18.1,20.1,44
2020-12-03 15:59:09.224,18.1,20.1,44
2020-12-03 15:59:06.947,18.1,20.2,44
2020-12-03 15:59:04.670,18.1,20.1,45
2020-12-03 15:59:02.397,18.1,20.1,44
2020-12-03 15:59:00.120,18.1,20.2,44
2020-12-03 15:58:57.842,18.1,20.1,45
2020-12-03 15:58:55.565,18.1,20.1,45
2020-12-03 15:58:53.288,18.1,20.1,45
2020-12-03 15:58:51.011,18.1,20.0,44
2020-12-03 15:58:48.733,18.1,20.0,44
2020-12-03 15:58:46.456,18.1,20.0,45
2020-12-03 15:58:44.179,18.1,20.0,45
2020-12-03 15:58:41.902,18.1,20.0,44
